payroll_id,employee_id,pay_period,base_salary_monthly,bonus,overtime_pay,gross_pay,tax_deduction,health_insurance,retirement_401k,other_deductions,net_pay,payment_method,department,currency
PAY000192,EMP01811,Mar 2024,8956.67,1978.91,1059.55,11995.13,1396.85,395.62,773.05,21.34,9667.05,Direct Deposit,Sales,USD
PAY000193,EMP01187,Jan 2024,12326.25,135.14,498.82,12960.21,1504.67,374.67,560.96,6.7,10452.42,Direct Deposit,Design,USD
PAY000194,EMP01350,Dec 2024,8886.17,719.96,44.75,9650.88,1363.89,675.53,537.93,17.56,7377.73,Direct Deposit,Security,USD
PAY000195,EMP01451,May 2024,11570.92,997.69,333.74,12902.35,2384.84,787.04,1015.24,138.89,8927.61,Check,Engineering,USD
PAY000196,EMP01308,Feb 2024,8108.75,1031.0,1067.39,10207.14,1078.08,565.76,584.67,97.83,8410.35,Check,Design,USD
PAY000197,EMP01176,Apr 2024,7642.67,1155.75,1107.88,9906.29,1287.37,687.58,354.42,11.07,7760.68,Check,QA,USD
PAY000198,EMP01708,Jul 2024,12284.42,2963.97,1446.22,16694.61,2356.61,241.67,674.5,26.2,12766.93,Direct Deposit,Sales,USD
PAY000199,EMP01010,Aug 2024,20809.25,3630.77,302.31,24742.33,4220.48,572.25,768.93,97.98,17708.2,Direct Deposit,Engineering,USD
PAY000200,EMP01070,Dec 2024,7941.42,173.44,283.48,8398.33,1346.82,692.43,428.53,13.58,6153.63,Direct Deposit,QA,USD
PAY000201,EMP01555,Dec 2024,7275.17,993.16,1092.8,9361.13,1018.16,269.11,505.18,114.4,7664.19,Direct Deposit,QA,USD
PAY000202,EMP01743,Jul 2024,9877.67,746.56,406.07,11030.29,1473.45,671.61,310.82,176.3,8574.55,Direct Deposit,Research,USD
PAY000203,EMP01700,Jan 2024,18397.67,1823.05,453.38,20674.1,3661.24,229.6,1259.61,67.37,14572.02,Direct Deposit,Operations,USD
PAY000204,EMP02179,Jun 2024,8936.75,154.46,962.94,10054.15,1473.78,201.88,751.22,140.6,7597.86,Check,Security,USD
PAY000205,EMP01349,Mar 2024,12957.42,493.96,1276.31,14727.69,2564.0,397.2,702.24,101.8,10454.35,Check,Finance,USD
PAY000206,EMP01391,Dec 2024,16631.08,388.3,274.84,17294.22,2393.49,359.33,1652.59,114.34,13305.06,Direct Deposit,Engineering,USD
PAY000207,EMP02073,Mar 2024,9589.42,653.47,631.35,10874.24,1765.07,787.2,317.35,171.42,7932.45,Direct Deposit,Sales,USD
PAY000208,EMP01631,Mar 2024,10235.33,862.43,926.47,12024.23,1767.29,468.76,857.26,159.69,9078.76,Direct Deposit,Legal,USD
PAY000209,EMP01181,Nov 2024,6744.75,181.54,506.85,7433.14,1413.47,657.47,277.74,118.23,5077.35,Direct Deposit,Design,USD
PAY000210,EMP01938,Nov 2024,6393.67,439.52,1212.45,8045.64,1208.01,475.03,268.83,9.02,6032.3,Direct Deposit,QA,USD
PAY000211,EMP01173,Jun 2024,11807.5,1944.82,738.81,14491.13,1546.92,728.16,707.13,170.3,11912.94,Check,Finance,USD
PAY000212,EMP01486,Mar 2024,14480.25,2679.74,683.14,17843.13,1800.81,674.84,908.6,146.15,14841.78,Check,Legal,USD
PAY000213,EMP01856,Apr 2024,8839.5,1392.66,1335.56,11567.73,1838.97,291.04,524.85,73.59,8502.78,Check,Sales,USD
PAY000214,EMP01073,Mar 2024,25073.25,2190.76,258.51,27522.52,3223.4,398.59,2015.64,73.97,22150.18,Direct Deposit,Security,USD
PAY000215,EMP01812,Jan 2024,7540.67,1343.08,232.31,9116.05,949.0,582.76,373.84,130.03,7534.39,Check,QA,USD
PAY000216,EMP01759,May 2024,10880.58,1765.37,195.06,12841.01,1750.28,461.17,844.28,170.21,9923.89,Check,Customer Success,USD
PAY000217,EMP01623,Aug 2024,10361.83,491.31,318.58,11171.72,1757.09,699.24,911.43,185.87,8243.24,Direct Deposit,HR,USD
PAY000218,EMP01380,May 2024,14833.33,2494.37,235.95,17563.66,2824.58,381.75,744.62,128.49,12856.03,Direct Deposit,Data Science,USD
PAY000219,EMP01560,Mar 2024,15888.67,1411.26,399.97,17699.9,2468.94,692.24,1032.76,145.04,13585.01,Direct Deposit,Research,USD
PAY000220,EMP02025,Apr 2024,7086.5,126.32,216.83,7429.64,1026.44,318.44,444.58,33.47,5718.91,Direct Deposit,QA,USD
PAY000221,EMP01544,Apr 2024,10397.75,2244.51,1183.83,13826.09,1494.24,771.9,667.84,76.7,11335.69,Direct Deposit,Customer Success,USD
PAY000222,EMP02132,May 2024,20988.5,4293.41,639.31,25921.23,3597.73,678.7,1053.15,32.55,19925.0,Check,Marketing,USD
PAY000223,EMP01716,Jul 2024,18700.33,2699.19,532.62,21932.15,3171.88,664.06,1734.7,149.48,16645.67,Check,Marketing,USD
PAY000224,EMP01218,Nov 2024,13491.92,3255.65,0.0,16747.57,2591.19,676.53,819.06,10.62,12428.91,Direct Deposit,Sales,USD
PAY000225,EMP01451,Apr 2024,11570.92,971.31,1185.5,13727.73,1799.09,658.84,756.08,134.29,10729.24,Check,Engineering,USD
PAY000226,EMP01567,Jul 2024,10698.83,2235.51,764.21,13698.56,1842.9,729.43,608.11,132.81,10627.07,Check,Legal,USD
PAY000227,EMP01824,Jul 2024,11419.25,1992.72,0.0,13411.97,1399.16,588.25,566.16,146.73,11080.04,Direct Deposit,Engineering,USD
PAY000228,EMP01487,Mar 2024,8181.25,1493.61,907.34,10582.2,1609.19,476.21,374.72,141.32,7900.22,Check,Legal,USD
PAY000229,EMP01985,Sep 2024,10584.5,2130.96,715.74,13431.2,1554.46,373.35,538.52,87.15,10840.44,Check,QA,USD
PAY000230,EMP02191,Aug 2024,9724.67,1548.97,363.99,11637.62,1202.13,726.56,530.96,123.74,9634.08,Direct Deposit,Marketing,USD
PAY000231,EMP01677,Nov 2024,9835.0,1259.48,392.16,11486.64,1288.37,207.08,391.86,146.12,9339.36,Check,Data Science,USD
PAY000232,EMP01138,Aug 2024,17644.83,3265.54,694.21,21604.58,3010.11,762.68,1165.31,14.96,16587.73,Check,Sales,USD
PAY000233,EMP01721,Jan 2024,22480.25,30.87,965.96,23477.08,3324.96,707.48,1368.72,121.04,17935.49,Direct Deposit,Finance,USD
PAY000234,EMP01761,May 2024,8337.67,969.57,1151.84,10459.08,1022.94,638.22,642.21,85.17,8754.17,Direct Deposit,Marketing,USD
PAY000235,EMP02076,Sep 2024,7499.33,1244.6,195.38,8939.31,1235.93,286.45,358.82,3.12,6879.43,Direct Deposit,Marketing,USD
PAY000236,EMP01636,Sep 2024,5659.42,185.82,651.78,6497.02,985.79,377.38,296.94,32.85,4854.04,Direct Deposit,HR,USD
PAY000237,EMP01760,May 2024,8356.0,705.02,503.06,9564.08,1630.63,568.52,387.6,97.89,6846.36,Check,Research,USD
PAY000238,EMP01278,May 2024,8426.08,72.71,190.24,8689.04,1318.15,283.54,497.12,46.08,6492.12,Check,Design,USD
PAY000239,EMP01759,Dec 2024,10880.58,1697.53,1365.19,13943.3,1775.43,309.84,761.79,101.3,10984.26,Check,Customer Success,USD
PAY000240,EMP02064,Jul 2024,6909.83,1568.98,1126.21,9605.02,1041.69,777.64,386.74,131.64,7868.87,Check,QA,USD
PAY000241,EMP01963,Dec 2024,7455.33,677.56,964.36,9097.26,1371.89,572.02,308.78,113.78,6810.77,Direct Deposit,Design,USD
PAY000242,EMP02092,Oct 2024,11196.67,1479.15,1544.91,14220.72,2013.14,352.41,605.51,100.15,10865.5,Check,Data Science,USD
PAY000243,EMP01848,Sep 2024,11290.67,2049.29,295.11,13635.07,1437.3,551.14,492.97,104.47,11239.58,Check,Security,USD
PAY000244,EMP02119,Mar 2024,11581.17,2602.93,52.19,14236.29,2237.79,607.01,348.63,63.65,10506.64,Direct Deposit,Data Science,USD
PAY000245,EMP01817,Feb 2024,9703.25,57.33,350.24,10110.82,1781.04,490.18,446.26,176.38,7142.43,Check,QA,USD
PAY000246,EMP01789,Dec 2024,8950.25,344.58,603.48,9898.32,1648.53,446.7,860.63,144.45,7150.76,Check,Legal,USD
PAY000247,EMP01070,Mar 2024,7941.42,879.02,83.96,8904.4,1453.55,678.78,364.88,145.14,6481.81,Direct Deposit,QA,USD
PAY000248,EMP01567,Feb 2024,10698.83,819.72,0.0,11518.55,1978.6,775.65,938.35,132.12,8220.89,Check,Legal,USD
PAY000249,EMP01265,Nov 2024,17837.58,143.95,632.88,18614.42,2145.27,261.62,599.11,17.64,15038.97,Check,Operations,USD
PAY000250,EMP02045,May 2024,23425.58,5521.67,1206.69,30153.94,4262.38,558.55,1346.55,27.28,23049.98,Direct Deposit,Security,USD
PAY000251,EMP01642,Feb 2024,6883.92,76.38,387.5,7347.8,845.4,569.55,448.41,67.21,5938.8,Check,Finance,USD
PAY000252,EMP01175,Jan 2024,8483.33,1038.87,1101.61,10623.81,1121.77,276.75,478.23,23.86,8754.2,Check,Legal,USD
PAY000253,EMP02156,Jan 2024,12078.25,383.87,826.37,13288.49,2415.23,350.77,516.5,21.94,9263.11,Direct Deposit,HR,USD
PAY000254,EMP01029,May 2024,26639.17,5278.8,0.0,31917.97,4801.38,787.8,2353.39,29.3,23915.68,Check,Security,USD
PAY000255,EMP01080,Feb 2024,9543.08,2059.16,289.33,11891.58,1911.22,662.55,774.17,101.94,8706.21,Direct Deposit,DevOps,USD
PAY000256,EMP01568,Oct 2024,6366.5,1189.3,738.24,8294.04,1242.51,379.4,416.34,118.19,6223.19,Check,Operations,USD
PAY000257,EMP01318,Nov 2024,11190.92,1081.29,1109.49,13381.7,1426.79,666.4,908.6,82.11,11003.71,Check,Operations,USD
PAY000258,EMP01798,Apr 2024,9647.92,921.28,816.78,11385.98,1535.87,600.02,786.59,102.58,8826.2,Direct Deposit,Research,USD
PAY000259,EMP01902,Sep 2024,7667.17,964.98,1460.9,10093.04,1237.21,618.81,310.22,74.09,8031.03,Check,Marketing,USD
PAY000260,EMP02037,Jul 2024,10234.92,2158.91,99.39,12493.22,2046.2,333.76,622.08,64.73,9082.89,Check,Security,USD
PAY000261,EMP01676,Feb 2024,9474.75,409.77,0.0,9884.52,1979.21,447.83,639.4,154.52,6585.84,Direct Deposit,Engineering,USD
PAY000262,EMP01544,Sep 2024,10397.75,462.1,480.33,11340.19,1861.74,219.39,450.4,90.09,8237.29,Check,Customer Success,USD
PAY000263,EMP01681,Feb 2024,11025.5,823.7,0.0,11849.2,2261.26,743.49,920.76,50.0,8080.44,Direct Deposit,QA,USD
PAY000264,EMP01013,Jan 2024,12363.75,2962.08,564.31,15890.15,2185.68,631.31,783.28,167.99,12247.34,Check,Customer Success,USD
PAY000265,EMP01307,Jul 2024,10723.25,1031.74,452.78,12207.78,2001.6,589.62,633.89,38.74,8871.77,Check,Customer Success,USD
PAY000266,EMP01272,Jun 2024,8711.42,1928.05,642.02,11281.48,1160.14,721.07,265.7,139.29,9347.92,Direct Deposit,Design,USD
PAY000267,EMP01307,Aug 2024,10723.25,68.82,469.67,11261.74,1449.3,641.72,620.16,67.66,8846.24,Check,Customer Success,USD
PAY000268,EMP01660,Aug 2024,6587.83,1039.84,134.01,7761.68,1072.91,724.17,451.82,3.39,5973.49,Direct Deposit,Marketing,USD
PAY000269,EMP02026,Apr 2024,16405.83,461.36,46.01,16913.2,2800.61,562.76,1415.65,10.91,12245.51,Check,Research,USD
PAY000270,EMP01252,Oct 2024,7566.83,712.36,0.0,8279.19,964.28,311.59,723.83,151.61,6672.06,Direct Deposit,Design,USD
PAY000271,EMP01958,Aug 2024,11594.83,1487.58,262.76,13345.17,1496.25,475.49,455.88,135.3,10851.42,Direct Deposit,QA,USD
PAY000272,EMP01250,Apr 2024,21989.92,4447.67,1031.87,27469.46,3308.77,233.88,1321.84,0.25,21954.84,Check,Sales,USD
PAY000273,EMP01404,Jun 2024,11173.42,1418.68,285.9,12878.0,1431.97,737.61,947.8,156.19,10491.38,Check,Product,USD
PAY000274,EMP01185,Aug 2024,15111.5,2585.29,166.95,17863.73,3091.37,285.69,740.63,199.0,12711.45,Direct Deposit,DevOps,USD
PAY000275,EMP01473,Apr 2024,10084.08,2009.54,661.02,12754.64,1949.44,459.12,442.37,23.13,9505.58,Check,DevOps,USD
PAY000276,EMP01780,Oct 2024,11061.08,1790.93,674.89,13526.9,2223.33,609.98,900.49,91.69,9821.36,Direct Deposit,Engineering,USD
PAY000277,EMP02120,Feb 2024,15431.33,2138.55,546.92,18116.8,2179.42,649.53,930.73,74.61,14484.43,Direct Deposit,Sales,USD
PAY000278,EMP01875,Apr 2024,7730.83,513.95,772.71,9017.49,1073.77,544.32,751.38,10.75,7227.87,Check,Design,USD
PAY000279,EMP01754,Nov 2024,16296.33,2906.46,1097.36,20300.15,2364.98,275.58,1559.5,111.14,16358.51,Direct Deposit,Operations,USD
PAY000280,EMP01510,May 2024,7951.08,943.49,1220.42,10115.0,1566.04,293.62,674.17,188.76,7504.93,Check,Finance,USD
PAY000281,EMP01049,Mar 2024,9514.67,2267.44,797.29,12579.39,1557.1,258.97,836.57,170.92,9984.22,Check,Product,USD
PAY000282,EMP02054,Aug 2024,6962.17,978.87,994.65,8935.69,1173.79,505.05,284.18,77.62,6979.38,Direct Deposit,Customer Success,USD
PAY000283,EMP01098,Apr 2024,6721.75,1442.7,203.62,8368.07,910.13,423.83,334.98,197.18,6851.19,Direct Deposit,Customer Success,USD
PAY000284,EMP01891,Feb 2024,6793.58,715.45,413.64,7922.67,1045.11,529.97,303.87,29.41,6180.82,Direct Deposit,QA,USD
PAY000285,EMP01673,Jun 2024,7239.33,357.25,134.14,7730.72,1088.03,311.64,325.3,195.38,5917.33,Direct Deposit,Marketing,USD
PAY000286,EMP01217,Feb 2024,7563.5,639.84,156.19,8359.53,1150.69,526.65,746.31,8.4,6441.7,Check,QA,USD
PAY000287,EMP02162,Jan 2024,11982.17,1445.1,152.79,13580.05,2455.02,639.82,845.18,111.6,9488.35,Check,Research,USD
PAY000288,EMP01017,Jan 2024,8647.67,1920.71,1100.67,11669.05,1075.52,332.42,590.64,126.07,9876.52,Direct Deposit,Research,USD
PAY000289,EMP01208,Jul 2024,8144.5,1515.41,254.99,9914.9,1000.38,213.14,469.73,38.24,8247.6,Check,QA,USD
PAY000290,EMP01566,Jul 2024,7008.75,987.1,876.86,8872.71,1465.79,549.05,211.13,26.46,6429.73,Direct Deposit,Marketing,USD
PAY000291,EMP01964,Jul 2024,5566.67,839.96,646.98,7053.61,1064.9,563.36,403.54,127.74,5278.78,Direct Deposit,HR,USD
PAY000292,EMP01099,Oct 2024,12421.17,485.51,117.76,13024.44,1760.19,638.83,926.84,145.93,10090.79,Direct Deposit,Marketing,USD
PAY000293,EMP01555,Oct 2024,7275.17,487.56,361.25,8123.97,1196.39,734.9,666.61,182.41,6129.99,Direct Deposit,QA,USD
PAY000294,EMP01442,Apr 2024,12645.17,1044.32,165.03,13854.51,2070.12,769.27,1080.05,10.87,10404.31,Check,Marketing,USD
PAY000295,EMP02183,Jun 2024,17969.17,3384.71,847.21,22201.09,2211.35,661.31,673.05,184.73,18515.51,Check,Engineering,USD
PAY000296,EMP01449,Jul 2024,11676.67,10.68,224.79,11912.13,2059.37,491.98,995.04,176.94,8479.84,Direct Deposit,Data Science,USD
PAY000297,EMP01151,Jun 2024,18120.25,259.08,422.66,18801.99,2698.83,656.32,1761.57,136.46,14303.95,Direct Deposit,Product,USD
PAY000298,EMP01505,Jun 2024,14453.25,1542.05,458.45,16453.75,2357.41,519.47,1047.88,25.09,12524.73,Direct Deposit,Marketing,USD
PAY000299,EMP01787,May 2024,8008.58,1587.4,352.59,9948.57,1370.03,668.7,427.58,124.05,7665.19,Direct Deposit,Finance,USD
PAY000300,EMP02039,Jun 2024,12063.17,1856.13,553.41,14472.71,2304.45,352.59,733.58,44.59,10631.96,Direct Deposit,Finance,USD
PAY000301,EMP01032,Aug 2024,15745.83,329.74,467.29,16542.86,2142.52,759.71,629.02,36.12,12972.0,Direct Deposit,Product,USD
PAY000302,EMP02056,Jan 2024,8181.0,1740.25,142.58,10063.82,1596.41,469.52,485.95,113.39,7403.13,Direct Deposit,Product,USD
PAY000303,EMP01424,May 2024,7173.33,259.92,224.2,7657.46,932.97,427.31,448.41,63.32,6102.5,Direct Deposit,Design,USD
PAY000304,EMP01187,Dec 2024,12326.25,2915.55,492.51,15734.31,1873.15,221.9,458.6,48.99,12612.4,Direct Deposit,Design,USD
PAY000305,EMP01300,Oct 2024,11977.83,2294.72,631.44,14904.0,2105.96,274.99,788.29,54.86,11394.06,Check,Sales,USD
PAY000306,EMP01017,May 2024,8647.67,606.44,264.11,9518.22,1212.91,301.45,275.19,121.07,7496.7,Check,Research,USD
PAY000307,EMP01168,Oct 2024,10963.58,106.53,1121.4,12191.52,1605.71,480.87,859.49,94.77,9515.34,Check,Research,USD
PAY000308,EMP01286,Apr 2024,10730.25,1102.3,459.0,12291.55,2224.98,294.69,634.03,36.28,8583.25,Direct Deposit,QA,USD
PAY000309,EMP01954,Feb 2024,11727.58,805.17,276.11,12808.86,1758.23,460.43,900.84,25.73,9878.47,Check,Security,USD
PAY000310,EMP01957,Nov 2024,10993.17,2511.93,242.57,13747.67,1719.61,657.36,916.3,117.67,10881.65,Check,Legal,USD
PAY000311,EMP02179,May 2024,8936.75,1850.44,106.08,10893.26,1320.62,528.54,659.49,168.03,8692.22,Direct Deposit,Security,USD
PAY000312,EMP01116,Mar 2024,10417.0,1230.63,1310.6,12958.23,1932.31,786.47,676.07,94.49,9737.72,Check,Product,USD
PAY000313,EMP01788,Aug 2024,20417.67,1403.85,444.98,22266.5,4127.18,248.23,1067.08,151.57,15387.86,Direct Deposit,Engineering,USD
PAY000314,EMP01997,Sep 2024,7043.67,735.69,163.04,7942.4,1478.4,262.78,565.11,81.64,5478.41,Check,Design,USD
PAY000315,EMP01463,Aug 2024,9488.58,245.12,144.23,9877.93,1600.89,291.21,659.54,83.66,7209.79,Direct Deposit,Security,USD
PAY000316,EMP01608,Aug 2024,9787.5,1626.73,734.05,12148.28,1742.85,678.86,495.02,139.36,9243.52,Direct Deposit,Legal,USD
PAY000317,EMP01871,Dec 2024,6958.42,1136.5,424.51,8519.43,1292.76,425.75,617.29,121.39,6364.83,Direct Deposit,QA,USD
PAY000318,EMP01677,Aug 2024,9835.0,1151.34,482.09,11468.43,1272.77,568.75,377.71,52.2,9347.15,Direct Deposit,Data Science,USD
PAY000319,EMP02146,Mar 2024,9829.92,2300.55,306.25,12436.72,1798.2,235.86,596.09,100.55,9439.72,Direct Deposit,Security,USD
PAY000320,EMP01316,Dec 2024,10895.17,677.53,725.61,12298.31,2146.05,307.77,417.83,180.28,8721.56,Direct Deposit,Data Science,USD
PAY000321,EMP02141,Aug 2024,9294.08,973.56,929.39,11197.03,1605.31,331.11,492.1,183.95,8521.52,Check,Security,USD
PAY000322,EMP01106,Aug 2024,8610.83,1314.19,514.07,10439.09,1496.55,414.08,483.29,101.37,7944.85,Direct Deposit,Security,USD
PAY000323,EMP01619,Feb 2024,14858.92,966.73,267.35,16093.0,1841.49,557.51,1147.1,123.68,13023.85,Check,Research,USD
PAY000324,EMP01151,Feb 2024,18120.25,1989.64,560.75,20670.65,2351.46,408.25,902.78,100.5,16751.54,Check,Product,USD
PAY000325,EMP02160,Jul 2024,12703.08,2712.0,327.04,15742.12,1809.95,275.75,593.45,134.14,12725.54,Check,Marketing,USD
PAY000326,EMP01854,Dec 2024,13646.92,1895.53,538.16,16080.62,1985.9,211.25,889.16,143.73,12770.78,Check,Legal,USD
PAY000327,EMP02168,Feb 2024,9274.17,1013.21,627.2,10914.59,1228.06,397.12,592.37,29.3,8867.83,Check,Finance,USD
PAY000328,EMP01781,Apr 2024,5235.92,939.14,780.4,6955.45,827.26,558.49,343.97,198.12,5576.69,Check,Customer Success,USD
PAY000329,EMP01445,May 2024,14150.17,14.42,1067.58,15232.16,2808.87,438.35,837.77,143.82,10550.71,Check,Finance,USD
PAY000330,EMP01336,Mar 2024,11027.08,367.68,867.41,12262.18,2148.44,685.4,705.3,39.09,8681.44,Direct Deposit,DevOps,USD
PAY000331,EMP01677,Dec 2024,9835.0,395.7,520.68,10751.38,1203.21,787.3,973.75,123.95,8746.02,Direct Deposit,Data Science,USD
PAY000332,EMP01923,Jun 2024,12120.33,2237.86,0.0,14358.19,2068.14,378.07,796.31,21.35,10911.3,Direct Deposit,Marketing,USD
PAY000333,EMP01331,Jan 2024,16268.5,3199.69,144.93,19613.12,2340.5,727.26,586.2,62.6,15712.29,Direct Deposit,Legal,USD
PAY000334,EMP01822,Dec 2024,10575.92,1294.24,336.92,12207.07,1489.92,551.27,654.64,167.85,9723.87,Check,Research,USD
PAY000335,EMP02060,Aug 2024,16551.25,806.27,942.83,18300.35,2339.48,482.31,744.6,13.94,14401.22,Direct Deposit,Marketing,USD
PAY000336,EMP01307,Mar 2024,10723.25,1352.09,1329.61,13404.95,1616.42,390.18,642.33,160.35,10710.93,Check,Customer Success,USD
PAY000337,EMP01713,Oct 2024,6383.83,1486.38,251.45,8121.66,909.56,607.81,603.17,156.73,6605.72,Check,QA,USD
PAY000338,EMP01691,Feb 2024,7407.58,254.62,328.74,7990.94,1516.6,658.7,535.24,190.73,5463.27,Direct Deposit,Sales,USD
PAY000339,EMP01851,Sep 2024,23352.42,3069.44,1392.22,27814.07,3502.0,753.38,2097.47,75.6,21977.4,Check,Finance,USD
PAY000340,EMP02198,Jan 2024,9856.08,724.19,707.97,11288.25,2025.38,395.47,441.35,92.97,7912.61,Check,Research,USD
PAY000341,EMP02153,Feb 2024,13508.92,2053.22,482.06,16044.19,2030.07,657.4,1077.1,22.53,12660.74,Direct Deposit,Finance,USD
PAY000342,EMP01162,Nov 2024,6000.83,10.22,1266.88,7277.94,1219.69,300.61,419.9,3.47,5245.13,Check,Operations,USD
PAY000343,EMP01921,Jul 2024,6565.92,159.46,594.33,7319.7,862.8,695.0,372.73,193.7,5881.7,Check,Customer Success,USD
PAY000344,EMP02043,Jan 2024,6978.0,124.18,640.25,7742.43,1133.97,314.42,340.16,147.66,5852.48,Direct Deposit,Finance,USD
PAY000345,EMP01380,Aug 2024,14833.33,2786.82,929.28,18549.44,2153.48,227.41,809.14,58.92,14960.31,Check,Data Science,USD
PAY000346,EMP01859,Jul 2024,12319.0,1525.12,32.87,13876.98,1648.21,491.28,1000.1,83.04,11129.97,Direct Deposit,Data Science,USD
PAY000347,EMP01929,Jun 2024,14881.0,889.72,118.39,15889.1,2951.98,227.17,727.21,185.64,10969.15,Direct Deposit,HR,USD
PAY000348,EMP01694,Nov 2024,7926.42,718.36,458.14,9102.91,1578.65,761.06,658.53,59.5,6471.83,Direct Deposit,Legal,USD
PAY000349,EMP02137,Aug 2024,13191.33,2621.46,932.34,16745.13,2479.04,583.17,663.48,192.43,12613.4,Check,QA,USD
PAY000350,EMP01637,May 2024,10481.58,1307.62,56.63,11845.84,1677.99,790.38,734.5,129.09,9049.19,Direct Deposit,QA,USD
PAY000351,EMP01988,Jun 2024,10763.17,1888.4,0.0,12651.57,1755.83,585.24,697.27,51.32,9725.18,Direct Deposit,Customer Success,USD
PAY000352,EMP01293,Oct 2024,10419.92,1932.98,355.53,12708.43,2153.36,674.77,507.2,43.55,9119.49,Check,DevOps,USD
PAY000353,EMP01878,Jun 2024,14331.83,2666.72,702.99,17701.54,2732.23,358.17,1114.82,34.75,13147.82,Direct Deposit,Operations,USD
PAY000354,EMP01896,Aug 2024,8394.67,17.88,765.39,9177.93,1593.96,280.33,649.35,115.88,6521.33,Direct Deposit,QA,USD
PAY000355,EMP01323,Jun 2024,12641.58,2939.17,364.93,15945.69,2316.18,544.13,730.02,148.81,12085.38,Check,Research,USD
PAY000356,EMP01073,Dec 2024,25073.25,5903.61,766.74,31743.6,3613.26,626.67,1734.66,27.69,25721.5,Check,Security,USD
PAY000357,EMP01030,Jun 2024,7109.08,1641.37,765.56,9516.01,1302.93,733.3,454.0,59.61,7344.47,Direct Deposit,Sales,USD
PAY000358,EMP01439,Dec 2024,5709.17,47.84,270.75,6027.76,961.77,371.2,172.98,131.57,4424.81,Check,HR,USD
PAY000359,EMP01393,Dec 2024,10400.0,108.82,1377.61,11886.44,1479.09,461.33,611.21,141.98,9421.29,Check,Data Science,USD
PAY000360,EMP01080,Oct 2024,9543.08,793.83,522.98,10859.9,1962.88,439.49,436.52,138.23,7588.44,Direct Deposit,DevOps,USD
PAY000361,EMP01895,Apr 2024,8662.58,1291.23,970.01,10923.82,1406.96,211.37,564.8,175.85,8578.88,Check,DevOps,USD
PAY000362,EMP02088,May 2024,11565.0,925.57,970.48,13461.05,2141.35,775.0,1026.91,112.8,9892.13,Direct Deposit,Marketing,USD
PAY000363,EMP01760,Feb 2024,8356.0,1886.73,109.82,10352.54,1352.55,532.43,325.31,15.51,8098.29,Direct Deposit,Research,USD
PAY000364,EMP01246,Mar 2024,7241.25,803.39,341.41,8386.04,914.74,733.1,545.47,150.98,6861.47,Direct Deposit,Finance,USD
PAY000365,EMP01044,May 2024,10960.33,125.28,180.01,11265.62,1914.92,755.42,729.24,138.23,8074.09,Check,Legal,USD
PAY000366,EMP01518,Aug 2024,5390.42,836.72,0.0,6227.13,770.15,217.47,334.8,89.76,4943.55,Check,HR,USD
PAY000367,EMP01547,Jul 2024,13463.92,379.18,297.08,14140.18,1827.92,562.44,803.86,190.31,11093.64,Direct Deposit,Research,USD
PAY000368,EMP01557,Dec 2024,8447.67,2110.17,587.17,11145.01,1312.03,534.46,341.27,102.07,8958.3,Direct Deposit,Marketing,USD
PAY000369,EMP02154,Mar 2024,12075.08,1514.84,356.98,13946.91,1959.16,776.03,424.47,40.89,10681.65,Direct Deposit,QA,USD
PAY000370,EMP02137,Jun 2024,13191.33,3205.55,745.12,17142.01,2417.52,592.28,426.52,193.15,13112.81,Check,QA,USD
PAY000371,EMP01340,Jul 2024,8850.5,2077.51,0.0,10928.01,1625.49,673.41,769.59,19.62,8218.85,Direct Deposit,QA,USD
PAY000372,EMP01110,Dec 2024,6763.33,1296.36,72.5,8132.19,1275.32,696.21,359.24,192.93,6006.65,Direct Deposit,Design,USD
PAY000373,EMP01365,Jun 2024,9135.0,146.03,520.93,9801.96,1668.56,792.0,675.99,170.62,7021.02,Check,Product,USD
PAY000374,EMP01442,Jan 2024,12645.17,260.77,1008.46,13914.39,2486.27,365.61,1151.39,15.64,9770.61,Direct Deposit,Marketing,USD
PAY000375,EMP01745,Oct 2024,8588.67,259.52,769.46,9617.65,1273.1,281.51,309.27,19.73,7495.81,Direct Deposit,QA,USD
PAY000376,EMP01277,Nov 2024,10410.58,2514.25,510.3,13435.14,1739.15,533.41,640.32,107.73,10536.56,Direct Deposit,Security,USD
PAY000377,EMP02023,Sep 2024,10022.92,133.99,764.77,10921.68,1222.5,761.4,734.75,185.61,8884.18,Direct Deposit,Legal,USD
PAY000378,EMP01370,Mar 2024,11694.42,1539.2,185.29,13418.9,2421.29,270.51,1160.24,185.91,9383.42,Direct Deposit,Security,USD
PAY000379,EMP01552,Dec 2024,14387.67,2467.18,723.77,17578.62,1884.64,622.16,541.39,47.2,14437.56,Direct Deposit,Product,USD
PAY000380,EMP01679,Sep 2024,15734.58,1760.87,103.92,17599.37,2737.77,412.96,912.38,21.86,13036.42,Check,Design,USD
PAY000381,EMP02020,Aug 2024,17477.25,983.96,0.0,18461.21,2117.19,741.15,667.66,58.15,14932.55,Check,Research,USD
PAY000382,EMP01078,Dec 2024,8203.33,1707.52,1113.9,11024.76,1677.69,358.54,405.67,94.78,8228.6,Check,Research,USD
PAY000383,EMP01955,May 2024,7054.33,1689.22,830.13,9573.68,921.82,272.2,314.65,20.08,8037.32,Direct Deposit,QA,USD
